PROVINCE_N,DISTRICT_N,DSD_N,GND_N,SALES_REGION,SALES_AREA
Western,Kalutara,Dodangoda,Nebada,Western,Kalutara 2
Western,Kalutara,Dodangoda,Wattahena,Western,Kalutara 3
Western,Kalutara,Dodangoda,Wellatha,Western,Kalutara 3
Western,Kalutara,Horana,Kanewala,Western,Kalutara 2
Western,Kalutara,Horana,Mahena,Western,Kalutara 1
Western,Kalutara,Millaniya,Gungamuwa,Western,Kalutara 3
Western,Kalutara,Millaniya,Millaniya,Western,Kalutara 3
Western,Kalutara,Bandaragama,Kidelpitiya East,Western,Kalutara 3
Western,Kalutara,Bandaragama,Senapura,Western,Kalutara 2
Western,Kalutara,Bandaragama,Elothiyawa,Western,Kalutara 2
Western,Kalutara,Bandaragama,Madupitiya,Western,Kalutara 3
Western,Kalutara,Bandaragama,Diganathuduwa,Western,Kalutara 1
Western,Kalutara,Bandaragama,Mahawatta,Western,Kalutara 2
Western,Kalutara,Bandaragama,Mahabellana,Western,Kalutara 3
Western,Kalutara,Bandaragama,Yatiyana,Western,Kalutara 3
Western,Kalutara,Bandaragama,Bamunumulla,Western,Kalutara 1
Western,Kalutara,Millaniya,Imbulahena,Western,Kalutara 3
Western,Kalutara,Millaniya,Delkada,Western,Kalutara 1
Western,Kalutara,Millaniya,Paragasthota,Western,Kalutara 3
Western,Kalutara,Walallawita,Gulavita North,Western,Kalutara 1
Western,Kalutara,Walallawita,Moragala,Western,Kalutara 3
Western,Kalutara,Walallawita,Lihiniyawa West,Western,Kalutara 2
Western,Kalutara,Walallawita,Lihiniyawa East,Western,Kalutara 1
Western,Kalutara,Walallawita,Bogodakanda,Western,Kalutara 2
Western,Kalutara,Dodangoda,Nebada West,Western,Kalutara 3
Western,Kalutara,Dodangoda,Puhambugoda East,Western,Kalutara 1
Western,Kalutara,Dodangoda,Eladuuwa,Western,Kalutara 1
Western,Kalutara,Dodangoda,Dodangoda East-North,Western,Kalutara 2
Western,Kalutara,Dodangoda,Dodangoda East-South,Western,Kalutara 2
Western,Kalutara,Dodangoda,Puhambugoda West,Western,Kalutara 2
Western,Kalutara,Dodangoda,Dodangoda East,Western,Kalutara 1
Western,Kalutara,Bandaragama,Walgama North,Western,Kalutara 3
Western,Kalutara,Bandaragama,Aluthgama,Western,Kalutara 1
Western,Kalutara,Bandaragama,Newdawa,Western,Kalutara 3
Western,Kalutara,Bandaragama,Maha Aruggoda,Western,Kalutara 3
Western,Kalutara,Bandaragama,Kuda Aruggoda West,Western,Kalutara 2
Western,Kalutara,Bandaragama,Alubomulla West,Western,Kalutara 2
Western,Kalutara,Bandaragama,Kuda Aruggoda East,Western,Kalutara 3
Western,Kalutara,Bandaragama,Miriswatta,Western,Kalutara 2
Western,Kalutara,Bandaragama,Mahavila,Western,Kalutara 3
Western,Kalutara,Bandaragama,Pamunugama,Western,Kalutara 2
Western,Kalutara,Bandaragama,Imbullina,Western,Kalutara 2
Western,Kalutara,Bandaragama,Kamburugoda West,Western,Kalutara 2
Western,Kalutara,Millaniya,Pelpola,Western,Kalutara 3
Western,Kalutara,Panadura,Molligoda,Western,Kalutara 2
Western,Kalutara,Panadura,Wadduwa South,Western,Kalutara 3
Western,Kalutara,Panadura,Wadduwa West,Western,Kalutara 2
Western,Kalutara,Panadura,Pallimankada,Western,Kalutara 3
Western,Kalutara,Panadura,Thalpitiya South,Western,Kalutara 2
Western,Kalutara,Panadura,Thalpitiya North,Western,Kalutara 2
Western,Kalutara,Panadura,Pinwatta West,Western,Kalutara 3
Western,Kalutara,Panadura,Nallooruwa,Western,Kalutara 2
Western,Kalutara,Panadura,Nallooruwa North,Western,Kalutara 2
Western,Kalutara,Panadura,Uyankele,Western,Kalutara 1
Western,Kalutara,Panadura,Pattiya,Western,Kalutara 2
Western,Kalutara,Walallawita,Meegahathenna,Western,Kalutara 3
Western,Kalutara,Walallawita,Bothalawa,Western,Kalutara 1
Western,Kalutara,Walallawita,Kumbadoowa,Western,Kalutara 3
Western,Kalutara,Walallawita,Mallawachchigoda Gangabada,Western,Kalutara 3
Western,Kalutara,Walallawita,Pareigama South,Western,Kalutara 1
Western,Kalutara,Dodangoda,Dodangoda East-Central,Western,Kalutara 2
Western,Kalutara,Dodangoda,Dodangoda West-North,Western,Kalutara 1
Western,Kalutara,Dodangoda,Dodangoda West-Central,Western,Kalutara 2
Western,Kalutara,Dodangoda,Dodangoda West-South,Western,Kalutara 2
Western,Kalutara,Dodangoda,Bombuwala North-Central,Western,Kalutara 2
Western,Kalutara,Dodangoda,Bombuwala South-Central,Western,Kalutara 3
Western,Kalutara,Bandaragama,Medagama,Western,Kalutara 2
Western,Kalutara,Bandaragama,Walgama South,Western,Kalutara 1
Western,Kalutara,Bandaragama,Bamunumulla (Muslim),Western,Kalutara 2
Western,Kalutara,Bandaragama,Kimmanthudawa,Western,Kalutara 2
Western,Kalutara,Bandaragama,Bogahawatta,Western,Kalutara 2
Western,Kalutara,Bandaragama,Atulugama East,Western,Kalutara 1
Western,Kalutara,Bandaragama,Raigama East,Western,Kalutara 2
Western,Kalutara,Bandaragama,Rambukkana North,Western,Kalutara 1
Western,Kalutara,Bandaragama,Bolgoda,Western,Kalutara 1
Western,Kalutara,Bandaragama,Rambukkana South,Western,Kalutara 3
Western,Kalutara,Bandaragama,Atulugama West,Western,Kalutara 1
Western,Kalutara,Bandaragama,Galgemandiya,Western,Kalutara 2
Western,Kalutara,Bandaragama,Korawala,Western,Kalutara 1
Western,Kalutara,Bandaragama,Epitamulla,Western,Kalutara 2
Western,Kalutara,Kaluthara,Moronthuduwa North,Western,Kalutara 2
Western,Kalutara,Kaluthara,Nandoowa,Western,Kalutara 2
Western,Kalutara,Kaluthara,Mawala South,Western,Kalutara 1
Western,Kalutara,Kaluthara,Moronthuduwa South,Western,Kalutara 2
Western,Kalutara,Kaluthara,Ariyagama,Western,Kalutara 3
Western,Kalutara,Kaluthara,Dodammulla,Western,Kalutara 3
Western,Kalutara,Kaluthara,Diyagama,Western,Kalutara 3
Western,Kalutara,Kaluthara,Paraduwa,Western,Kalutara 3
Western,Kalutara,Walallawita,Weerakanda,Western,Kalutara 1
Western,Kalutara,Walallawita,Pahala Hewessa south,Western,Kalutara 2
Western,Kalutara,Walallawita,Pelawatta East,Western,Kalutara 3
Western,Kalutara,Walallawita,Ranepuragoda,Western,Kalutara 3
Western,Kalutara,Walallawita,Pahala Hewessa North,Western,Kalutara 3
Western,Kalutara,Walallawita,Mandagala,Western,Kalutara 3
Western,Kalutara,Dodangoda,Dodangoda West-North West,Western,Kalutara 2
Western,Kalutara,Dodangoda,Thudugala West,Western,Kalutara 1
Western,Kalutara,Dodangoda,Bombuwala North-East,Western,Kalutara 2
Western,Kalutara,Dodangoda,Bombuwala South-East,Western,Kalutara 1
Western,Kalutara,Dodangoda,Adhikarigoda,Western,Kalutara 2
Western,Kalutara,Dodangoda,Koholana North,Western,Kalutara 3
Western,Kalutara,Dodangoda,Koholana South,Western,Kalutara 2
Western,Kalutara,Dodangoda,Serupita West,Western,Kalutara 3
Western,Kalutara,Bandaragama,Bandaragama East,Western,Kalutara 1
Western,Kalutara,Bandaragama,Bandaragama West,Western,Kalutara 3
Western,Kalutara,Bandaragama,Bandaragama,Western,Kalutara 3
Western,Kalutara,Bandaragama,Wevita,Western,Kalutara 3
Western,Kalutara,Bandaragama,Gammanpila,Western,Kalutara 3
Western,Kalutara,Bandaragama,Kamburugoda East,Western,Kalutara 2
Western,Kalutara,Bandaragama,Veedagama West,Western,Kalutara 2
Western,Kalutara,Bandaragama,Raigama West,Western,Kalutara 2
Western,Kalutara,Bandaragama,Raigama North,Western,Kalutara 3
Western,Kalutara,Bandaragama,Samaranayakapura,Western,Kalutara 2
Western,Kalutara,Panadura,Molligoda South,Western,Kalutara 3
Western,Kalutara,Panadura,Molligoda North,Western,Kalutara 1
Western,Kalutara,Kaluthara,Melegama South,Western,Kalutara 3
Western,Kalutara,Kaluthara,Habaralagahalanda,Western,Kalutara 2
Western,Kalutara,Kaluthara,Melegama North,Western,Kalutara 3
Western,Kalutara,Kaluthara,Kuda Gonadoowa,Western,Kalutara 3
Western,Kalutara,Kaluthara,Maharekma,Western,Kalutara 2
Western,Kalutara,Kaluthara,Maha Gonadoowa,Western,Kalutara 3
Western,Kalutara,Walallawita,Pannila,Western,Kalutara 1
Western,Kalutara,Walallawita,Pareigama North,Western,Kalutara 1
Western,Kalutara,Walallawita,Pannila East,Western,Kalutara 3
Western,Kalutara,Walallawita,Gulavita South,Western,Kalutara 3
Western,Kalutara,Walallawita,Katudora,Western,Kalutara 3
Western,Kalutara,Walallawita,Magurumasvila,Western,Kalutara 1
Western,Kalutara,Dodangoda,Gamagoda East,Western,Kalutara 2
Western,Kalutara,Dodangoda,Serupita East,Western,Kalutara 3
Western,Kalutara,Dodangoda,Remunagoda North,Western,Kalutara 2
Western,Kalutara,Dodangoda,Remunagoda South,Western,Kalutara 3
Western,Kalutara,Dodangoda,Bolossagama,Western,Kalutara 3
Western,Kalutara,Dodangoda,Wadugama,Western,Kalutara 3
Western,Kalutara,Bandaragama,Rerukana,Western,Kalutara 3
Western,Kalutara,Bandaragama,Veedagama East,Western,Kalutara 3
Western,Kalutara,Bandaragama,Kothalawala,Western,Kalutara 1
Western,Kalutara,Ingiriya,Kandanapitiya,Western,Kalutara 1
Western,Kalutara,Ingiriya,Kotigala,Western,Kalutara 3
Western,Kalutara,Ingiriya,Kurana South,Western,Kalutara 1
Western,Kalutara,Bandaragama,Pinwala East,Western,Kalutara 2
Western,Kalutara,Bandaragama,Wanduramulla West,Western,Kalutara 3
Western,Kalutara,Bandaragama,Wanduramulla East,Western,Kalutara 1
Western,Kalutara,Millaniya,Langana,Western,Kalutara 2
Western,Kalutara,Horana,Kuda Uduwa,Western,Kalutara 2
Western,Kalutara,Horana,Gal Edandugoda,Western,Kalutara 3
Western,Kalutara,Horana,Werullahena,Western,Kalutara 3
Western,Kalutara,Horana,Batuvita South,Western,Kalutara 3
Western,Kalutara,Horana,Olaboduwa North,Western,Kalutara 2
Western,Kalutara,Horana,Thalagala West,Western,Kalutara 2
Western,Kalutara,Walallawita,Makalandawa South,Western,Kalutara 3
Western,Kalutara,Walallawita,Makalandawa,Western,Kalutara 3
Western,Kalutara,Walallawita,Halwalakele Malwathukanda,Western,Kalutara 2
Western,Kalutara,Walallawita,Halwala,Western,Kalutara 3
Western,Kalutara,Walallawita,Malambehena,Western,Kalutara 3
Western,Kalutara,Palindanuwara,Ilukpatha,Western,Kalutara 3
Western,Kalutara,Dodangoda,Thudugala East,Western,Kalutara 3
Western,Kalutara,Bulathsinhala,Weyangalla West,Western,Kalutara 1
Western,Kalutara,Bulathsinhala,Weyangalla East,Western,Kalutara 1
Western,Kalutara,Bulathsinhala,Demodarawatta,Western,Kalutara 3
Western,Kalutara,Bulathsinhala,Polegoda West,Western,Kalutara 3
Western,Kalutara,Bulathsinhala,Mahagama East,Western,Kalutara 2
Western,Kalutara,Bulathsinhala,Thennahena,Western,Kalutara 2
Western,Kalutara,Bulathsinhala,Muduna,Western,Kalutara 3
Western,Kalutara,Bandaragama,Kolamediriya North,Western,Kalutara 2
Western,Kalutara,Bandaragama,Panape,Western,Kalutara 3
Western,Kalutara,Ingiriya,Menerigama,Western,Kalutara 1
Western,Kalutara,Ingiriya,Ingiriya North,Western,Kalutara 1
Western,Kalutara,Ingiriya,Maha Ingiriya,Western,Kalutara 2
Western,Kalutara,Ingiriya,Poruwadanda East,Western,Kalutara 2
Western,Kalutara,Ingiriya,Kekulaliya,Western,Kalutara 2
Western,Kalutara,Ingiriya,Rathmalgoda West,Western,Kalutara 3
Western,Kalutara,Horana,Thalagala North,Western,Kalutara 2
Western,Kalutara,Horana,Thalagala East,Western,Kalutara 1
Western,Kalutara,Horana,Thalagala South,Western,Kalutara 3
Western,Kalutara,Horana,Kotigangoda,Western,Kalutara 3
Western,Kalutara,Horana,Olaboduwa South,Western,Kalutara 2
Western,Kalutara,Horana,Kumbuka South,Western,Kalutara 3
Western,Kalutara,Horana,Kumbuka East,Western,Kalutara 3
Western,Kalutara,Horana,Olaboduwa East,Western,Kalutara 3
Western,Kalutara,Palindanuwara,Bollunna,Western,Kalutara 2
Western,Kalutara,Palindanuwara,Ingurudaluwa,Western,Kalutara 2
Western,Kalutara,Palindanuwara,Athale,Western,Kalutara 2
Western,Kalutara,Palindanuwara,Addaragoda,Western,Kalutara 2
Western,Kalutara,Palindanuwara,Kalugala,Western,Kalutara 2
Western,Kalutara,Palindanuwara,Penigala,Western,Kalutara 2
Western,Kalutara,Palindanuwara,Batagodavila,Western,Kalutara 1
Western,Kalutara,Palindanuwara,Magura East,Western,Kalutara 2
Western,Kalutara,Bulathsinhala,Mahagama South,Western,Kalutara 3
Western,Kalutara,Bulathsinhala,Gamagewatta,Western,Kalutara 3
Western,Kalutara,Bulathsinhala,Mahagama West,Western,Kalutara 1
Western,Kalutara,Bulathsinhala,Galahitiya,Western,Kalutara 3
Western,Kalutara,Bulathsinhala,Bulathsinhala,Western,Kalutara 1
Western,Kalutara,Agalawatta,Kekulalanda North,Western,Kalutara 2
Western,Kalutara,Bulathsinhala,Molkawa,Western,Kalutara 3
Western,Kalutara,Horana,Meewanapalana East,Western,Kalutara 1
Western,Kalutara,Bandaragama,Pinwala West,Western,Kalutara 3
Western,Kalutara,Panadura,Walapala,Western,Kalutara 1
Western,Kalutara,Panadura,Wekada North,Western,Kalutara 1
Western,Kalutara,Ingiriya,Eduragala,Western,Kalutara 2
Western,Kalutara,Ingiriya,Maputugala,Western,Kalutara 3
Western,Kalutara,Ingiriya,Batugampola,Western,Kalutara 1
Western,Kalutara,Beruwala,Kuda Piyagala South,Western,Kalutara 2
Western,Kalutara,Horana,Pannila,Western,Kalutara 1
Western,Kalutara,Horana,Kananvila South,Western,Kalutara 3
Western,Kalutara,Horana,Meemana,Western,Kalutara 2
Western,Kalutara,Horana,Aramanagolla,Western,Kalutara 1
Western,Kalutara,Horana,Batuvita North,Western,Kalutara 2
Western,Kalutara,Horana,Kahatapitiya,Western,Kalutara 3
Western,Kalutara,Horana,Kananvila North,Western,Kalutara 1
Western,Kalutara,Horana,Uduwa South,Western,Kalutara 3
Western,Kalutara,Palindanuwara,Magura West,Western,Kalutara 1
Western,Kalutara,Palindanuwara,Kapugedara,Western,Kalutara 3
Western,Kalutara,Palindanuwara,Walakada,Western,Kalutara 2
Western,Kalutara,Palindanuwara,Kelinkanda Colony,Western,Kalutara 2
Western,Kalutara,Palindanuwara,Galahitiya,Western,Kalutara 3
Western,Kalutara,Palindanuwara,Baduraliya,Western,Kalutara 2
Western,Kalutara,Palindanuwara,Hedigalla,Western,Kalutara 2
Western,Kalutara,Bulathsinhala,Yahalawatta,Western,Kalutara 1
Western,Kalutara,Bulathsinhala,Ihala Welgama,Western,Kalutara 1
Western,Kalutara,Palindanuwara,Pelenda,Western,Kalutara 2
Western,Kalutara,Mathugama,Welipenna East-South,Western,Kalutara 3
Western,Kalutara,Mathugama,Horawala West,Western,Kalutara 3
Western,Kalutara,Mathugama,Horawala,Western,Kalutara 1
Western,Kalutara,Mathugama,Henegama,Western,Kalutara 3
Western,Kalutara,Beruwala,Idiriligoda,Western,Kalutara 1
Western,Kalutara,Beruwala,Maggona West,Western,Kalutara 3
Western,Kalutara,Beruwala,Warapitiya,Western,Kalutara 2
Western,Kalutara,Beruwala,Polkotuwa,Western,Kalutara 2
Western,Kalutara,Beruwala,Akkaragoda,Western,Kalutara 3
Western,Kalutara,Beruwala,Cheenakatuwa,Western,Kalutara 2
Western,Kalutara,Beruwala,Kankanamgoda,Western,Kalutara 3
Western,Kalutara,Horana,Maha Uduwa,Western,Kalutara 1
Western,Kalutara,Horana,Ihala Millewa South,Western,Kalutara 3
Western,Kalutara,Horana,Uduwa North,Western,Kalutara 3
Western,Kalutara,Horana,Ihala Millewa North,Western,Kalutara 3
Western,Kalutara,Horana,Pahala Millewa South,Western,Kalutara 3
Western,Kalutara,Horana,Kidelpitiya,Western,Kalutara 3
Western,Kalutara,Horana,Pahala Millewa North,Western,Kalutara 2
Western,Kalutara,Horana,Gorokgoda,Western,Kalutara 3
Western,Kalutara,Palindanuwara,Kamburawala,Western,Kalutara 2
Western,Kalutara,Palindanuwara,Diggoda,Western,Kalutara 3
Western,Kalutara,Palindanuwara,Lathpandura,Western,Kalutara 1
Western,Kalutara,Palindanuwara,Lathpandura East,Western,Kalutara 1
Western,Kalutara,Palindanuwara,Bellana East,Western,Kalutara 2
Western,Kalutara,Mathugama,Naravila,Western,Kalutara 2
Western,Kalutara,Mathugama,Bondupitiya,Western,Kalutara 2
Western,Kalutara,Mathugama,Indigasthuduwa,Western,Kalutara 3
Western,Kalutara,Mathugama,Thalgasgoda,Western,Kalutara 3
Western,Kalutara,Bulathsinhala,Bulathsinhala North,Western,Kalutara 3
Western,Kalutara,Bulathsinhala,Amaragedara North,Western,Kalutara 1
Western,Kalutara,Bulathsinhala,Bulathsinhala South,Western,Kalutara 1
Western,Kalutara,Bulathsinhala,Amaragedara South,Western,Kalutara 2
Western,Kalutara,Mathugama,Warakatholla,Western,Kalutara 2
Western,Kalutara,Beruwala,Paranakade,Western,Kalutara 3
Western,Kalutara,Beruwala,Maradana,Western,Kalutara 2
Western,Kalutara,Beruwala,Maligahena,Western,Kalutara 2
Western,Kalutara,Beruwala,Hettiyakanda,Western,Kalutara 1
Western,Kalutara,Beruwala,Massalgoda,Western,Kalutara 1
Western,Kalutara,Beruwala,Mahagoda,Western,Kalutara 3
Western,Kalutara,Beruwala,Mehimulla,Western,Kalutara 3
Western,Kalutara,Beruwala,Pambe,Western,Kalutara 2
Western,Kalutara,Beruwala,Payagala North,Western,Kalutara 3
Western,Kalutara,Horana,Handupelpola,Western,Kalutara 2
Western,Kalutara,Horana,Dambara,Western,Kalutara 2
Western,Kalutara,Horana,Horana North,Western,Kalutara 3
Western,Kalutara,Horana,Ovitiyagala,Western,Kalutara 2
Western,Kalutara,Ingiriya,Pelpitiya,Western,Kalutara 1
Western,Kalutara,Ingiriya,Kekuladola,Western,Kalutara 3
Western,Kalutara,Ingiriya,Rathmalgoda East,Western,Kalutara 3
Western,Kalutara,Palindanuwara,Athwelthota,Western,Kalutara 1
Western,Kalutara,Palindanuwara,Morapitiya South,Western,Kalutara 2
Western,Kalutara,Palindanuwara,Batahena,Western,Kalutara 1
Western,Kalutara,Palindanuwara,Boralugoda,Western,Kalutara 3
Western,Kalutara,Palindanuwara,Pelenda West,Western,Kalutara 1
Western,Kalutara,Palindanuwara,Midalana West,Western,Kalutara 2
Western,Kalutara,Dodangoda,Sapugahawatta,Western,Kalutara 1
Western,Kalutara,Bulathsinhala,Kobawaka North,Western,Kalutara 3
Western,Kalutara,Bulathsinhala,Egaloya,Western,Kalutara 2
Western,Kalutara,Agalawatta,Omatta,Western,Kalutara 3
Western,Kalutara,Agalawatta,Pimbura,Western,Kalutara 2
Western,Kalutara,Beruwala,Maha Paiyagala,Western,Kalutara 2
Western,Kalutara,Beruwala,Palayangoda,Western,Kalutara 2
Western,Kalutara,Beruwala,Viharakanada,Western,Kalutara 3
Western,Kalutara,Beruwala,Malegoda-Payagala,Western,Kalutara 2
Western,Kalutara,Beruwala,Pinidiyamulla,Western,Kalutara 2
Western,Kalutara,Beruwala,Mahagammedda,Western,Kalutara 1
Western,Kalutara,Beruwala,Weragala,Western,Kalutara 2
Western,Kalutara,Ingiriya,Ingiriya West,Western,Kalutara 2
Western,Kalutara,Ingiriya,Urugala West,Western,Kalutara 1
Western,Kalutara,Ingiriya,Ingiriya East,Western,Kalutara 3
Western,Kalutara,Ingiriya,Kurana North,Western,Kalutara 1
Western,Kalutara,Ingiriya,Handapangoda South,Western,Kalutara 2
Western,Kalutara,Ingiriya,Dombagaskanda,Western,Kalutara 3
Western,Kalutara,Ingiriya,Imagira,Western,Kalutara 1
Western,Kalutara,Ingiriya,Nimalagama,Western,Kalutara 1
Western,Kalutara,Palindanuwara,Maragahadeniya,Western,Kalutara 1
Western,Kalutara,Palindanuwara,Yakupitiya,Western,Kalutara 3
Western,Kalutara,Palindanuwara,Viharagama,Western,Kalutara 3
Western,Kalutara,Palindanuwara,Bellana,Western,Kalutara 3
Western,Kalutara,Mathugama,Walagedara North,Western,Kalutara 3
Western,Kalutara,Mathugama,Galmatta,Western,Kalutara 3
Western,Kalutara,Agalawatta,Kekulandala South,Western,Kalutara 1
Western,Kalutara,Agalawatta,Halovita,Western,Kalutara 2
Western,Kalutara,Agalawatta,Wandurabba,Western,Kalutara 2
Western,Kalutara,Palindanuwara,Kapugama,Western,Kalutara 1
Western,Kalutara,Agalawatta,Ridirekhagama,Western,Kalutara 3
Western,Kalutara,Dodangoda,Dodangoda West,Western,Kalutara 3
Western,Kalutara,Bulathsinhala,Deeyakaduwa East,Western,Kalutara 1
Western,Kalutara,Beruwala,Pothuvila West,Western,Kalutara 2
Western,Kalutara,Beruwala,Pothuvila East,Western,Kalutara 3
Western,Kalutara,Beruwala,Katukurundugahalanda West,Western,Kalutara 1
Western,Kalutara,Beruwala,Katukurundugahalanda East,Western,Kalutara 1
Western,Kalutara,Beruwala,Munasingahagoda,Western,Kalutara 1
Western,Kalutara,Beruwala,Kapugoda,Western,Kalutara 1
Western,Kalutara,Beruwala,Akkaramale,Western,Kalutara 3
Western,Kalutara,Beruwala,Diyalagoda,Western,Kalutara 2
Western,Kalutara,Agalawatta,Omatta East,Western,Kalutara 1
Western,Kalutara,Agalawatta,Helamba,Western,Kalutara 3
Western,Kalutara,Agalawatta,Yatiyana West,Western,Kalutara 3
Western,Kalutara,Agalawatta,Girikola,Western,Kalutara 2
Western,Kalutara,Agalawatta,Beragama,Western,Kalutara 3
Western,Kalutara,Agalawatta,Agalawatta,Western,Kalutara 2
Western,Kalutara,Mathugama,Welipenna West,Western,Kalutara 1
Western,Kalutara,Mathugama,Dippita,Western,Kalutara 2
Western,Kalutara,Mathugama,Welipenna East-North,Western,Kalutara 2
Western,Kalutara,Mathugama,Henpita,Western,Kalutara 3
Western,Kalutara,Mathugama,Wettewa,Western,Kalutara 3
Western,Kalutara,Mathugama,Bopitiya East,Western,Kalutara 1
Western,Kalutara,Mathugama,Bopitiya West,Western,Kalutara 1
Western,Kalutara,Bulathsinhala,Mahagama North,Western,Kalutara 2
Western,Kalutara,Horana,Wewala West,Western,Kalutara 2
Western,Kalutara,Horana,Halkotiyawatta,Western,Kalutara 2
Western,Kalutara,Dodangoda,Thebuwana West,Western,Kalutara 2
Western,Kalutara,Panadura,Pattiya South,Western,Kalutara 2
Western,Kalutara,Panadura,Wekada East,Western,Kalutara 2
Western,Kalutara,Panadura,Wekada West,Western,Kalutara 1
Western,Kalutara,Panadura,Bazaar,Western,Kalutara 2
Western,Kalutara,Millaniya,Dikhena,Western,Kalutara 3
Western,Kalutara,Millaniya,Raddegoda,Western,Kalutara 2
Western,Kalutara,Beruwala,Kendagahavila,Western,Kalutara 3
Western,Kalutara,Beruwala,Yovungama,Western,Kalutara 2
Western,Kalutara,Beruwala,Maggon East,Western,Kalutara 3
Western,Kalutara,Beruwala,Munhena,Western,Kalutara 1
Western,Kalutara,Beruwala,Kadurugasmulla,Western,Kalutara 3
Western,Kalutara,Beruwala,Magalkanda North,Western,Kalutara 2
Western,Kalutara,Agalawatta,Dapiligoda,Western,Kalutara 3
Western,Kalutara,Agalawatta,Polgampala,Western,Kalutara 2
Western,Kalutara,Agalawatta,Yatiyana East,Western,Kalutara 2
Western,Kalutara,Agalawatta,Mulatiyana,Western,Kalutara 1
Western,Kalutara,Agalawatta,Kithulgoda,Western,Kalutara 2
Western,Kalutara,Agalawatta,Kithulgoda South,Western,Kalutara 1
Western,Kalutara,Agalawatta,Kevitiyagala North,Western,Kalutara 2
Western,Kalutara,Mathugama,Kotagedara,Western,Kalutara 3
Western,Kalutara,Mathugama,Navuttuduwa,Western,Kalutara 3
Western,Kalutara,Mathugama,Kolehekada,Western,Kalutara 3
Western,Kalutara,Mathugama,Thambaretiya,Western,Kalutara 2
Western,Kalutara,Mathugama,Diyagala,Western,Kalutara 3
Western,Kalutara,Mathugama,Yatadolawatta West,Western,Kalutara 1
Western,Kalutara,Millaniya,Arakagoda,Western,Kalutara 1
Western,Kalutara,Millaniya,Bellanthudawa,Western,Kalutara 1
Western,Kalutara,Millaniya,Welikala,Western,Kalutara 1
Western,Kalutara,Millaniya,Kelesgamuwa,Western,Kalutara 3
Western,Kalutara,Millaniya,Pethigamuwa North,Western,Kalutara 3
Western,Kalutara,Millaniya,Pethigamuwa South,Western,Kalutara 2
Western,Kalutara,Millaniya,Uduwara West,Western,Kalutara 3
Western,Kalutara,Millaniya,Uduwara South,Western,Kalutara 1
